"","Station","Pollutant","Year","Month","Median"
"538","Brantford","PM25",2017,"October",5.58333333333333
"539","Brantford","PM25",2017,"November",7.55833333333333
"540","Brantford","PM25",2017,"December",5.625
"541","Brantford","PM25",2018,"January",7.29166666666667
"542","Brantford","PM25",2018,"February",7.6875
"543","Brantford","PM25",2018,"March",4.79166666666667
"544","Brantford","PM25",2018,"April",6.625
"545","Brantford","PM25",2018,"May",9.52380952380952
"546","Brantford","PM25",2018,"June",7.21739130434783
"547","Brantford","PM25",2018,"July",9.3125
"548","Brantford","PM25",2018,"August",9.20833333333333
"549","Brantford","PM25",2018,"September",5.79166666666667
"550","Brantford","PM25",2018,"October",4.83333333333333
"551","Brantford","PM25",2018,"November",5.95833333333333
"552","Brantford","PM25",2018,"December",8.29166666666667
"553","Brantford","PM25",2019,"January",6.83333333333333
"554","Brantford","PM25",2019,"February",8.33333333333333
"555","Brantford","PM25",2019,"March",7.91666666666667
"556","Brantford","PM25",2019,"April",5.20833333333333
"557","Brantford","PM25",2019,"May",6.625
"558","Brantford","PM25",2019,"June",6.625
"559","Brantford","PM25",2019,"July",8
"560","Brantford","PM25",2019,"August",5.5625
"561","Brantford","PM25",2019,"September",5.58333333333333
"562","Brantford","PM25",2019,"October",3.83333333333333
"563","Brantford","PM25",2019,"November",5.34782608695652
"564","Brantford","PM25",2019,"December",7.5625
"565","Brantford","PM25",2020,"January",6.70833333333333
"566","Brantford","PM25",2020,"February",5.125
"567","Brantford","PM25",2020,"March",6.79166666666667
"568","Brantford","PM25",2020,"April",5.20833333333333
